9952171826001401,.b10982164,Litterature du vingtieme siecle ...,A. Michel,[1938-
9952171864301401,.b11003376,Le roman realiste sous le second empire.,"Hachette et cie,",1913.
9952171874101401,.b10993873,"Roman satire: its outlook on social life, by J. Wight Duff ...","University of California press,",1936.
9952171889501401,.b10987733,El pensamiento de Ganivet.,Revista de Occidente,[1965]
9952171905601401,.b10990963,"La pecadora (Daniela); a play in three acts, by Angel Guimera; translated by Wallace Gillpatrick.","Putnam,",1916.
9952171919501401,.b10979980,"El pensamiento de Cervantes, por Americo Castro.",Impr. de la libreria y casa editorial Hernando (s.a.),1925.
9952171945601401,.b10979566,La sociedad española en las obras de Cervantes.,"Patronato del IV Centenario del Nacimiento de Cervantes,",1951.
9952171963801401,.b11019281,Fiesta en noviembre; novela.,Editorial Losada,[1942]
9952172161801401,.b11032364,"Becket; or, The honor of God. Translated by Lucienne Hill.",Coward-McCann,[1960]
9952172211801401,.b11007369,La litterature de l'age baroque en France: Circe et le paon.,J. Corti,[1954]
9952172261501401,.b11043064,Lo uno y lo otro / [por] Gabriel Celaya.,"Seix Barral,",1962.
9952172270001401,.b11045929,Connaissance de Baudelaire.,"J. Corti,",1951.
9952172325501401,.b11005488,The contemporary French novel.,"Oxford University Press,",1955.
9952172332701401,.b11014544,Luis de Leon.,Twayne Publishers,[1971]
9952172339701401,.b11009962,"D'Alembert, par Joseph Bertrand ...","Hachette et cie,",1889.
9952172451101401,.b11041882,Les maxibules.,Gallimard,[1962]
9952172451501401,.b11042941,"A concordance to the works of Horace, comp. and ed. by Lane Cooper ...","The Carnegie Institution of Washington,",1916.
9952172540301401,.b11041249,Theâtre.,Gallimard,[1948-
9952172866101401,.b11092610,"The making of the diplomatic mind : the training, outlook, and style of United States Foreign Service officers, 1908-1931 / by Robert D. Schulzinger.","Wesleyan University Press,",[1975]
9952172898501401,.b11105367,"The Spanish pastoral drama, by J. P. Wickersham Crawford ...",,1915.
9952173058401401,.b11140823,"Le malentendu, piece en trois actes.  Caligula, piece en quatre actes.",Gallimard,[c1947]
9952173058701401,.b11140793,"Albert Camus et ""l'Etranger.""","J. Corti,",1965.
9952173060601401,.b11140616,L'Atlantide; roman.,A. Michel,[c1920]
9952173082101401,.b11143137,Oublier Palerme : roman / Edmonde Charles-Roux.,"B. Grasset,",c1966.
9952173397201401,.b11386605,The tragic fall : Don Alvaro de Luna and other favorites in Spanish golden age drama / by Raymond R. MacCurdy.,"U.N.C. Dept. of Romance Languages : [distributed by University of North Carolina Press],",1978.
9952174164301401,.b11520516,Reminiscences.,"Macmillan and co.,",1887.
9952174532601401,.b11540540,Le malfaiteur : roman / Julien Green.,"Plon,","1956,c1955."
9952174584001401,.b11568690,Church lobbying in the Nation's Capital.,"Macmillan,",1951.
9952175777201401,.b11674234,"The southern frontier, 1670-1732, by Verner W. Crane.","Duke university press,",1928.
9952175777901401,.b11676164,"The Wisconsin, river of a thousand isles, by August Derleth, illustrated by John Steuart Curry.","Farrar & Rinehart, incorporated",[c1942]
9952175783401401,.b11675822,The buckeye country.,"H.C. Kinsey & company, inc.,",1940.
9952175809801401,.b11671865,"The Eclogues of Vergil, by H. J. Rose.","University of California press,",1942.
9952175816101401,.b11669676,Ark of empire; San Francisco's Montgomery Block. Illus. by A. J. Camille.,"Doubleday,",1951.
9952175890401401,.b11675482,"The Old Northwest as the keystone of the arch of American federal union; a study in commerce and politics, by A.L. Kohlmeier ...","Principia Press,",1938.
9952175892101401,.b11675299,"The civilization of the Old Northwest; a study of political, social, and economic development, 1788-1812, by Beverley W. Bond, Jr.","The Macmillan Company,",1934.
9952175897801401,.b11674945,"History of Texas, 1673-1779, by Fray Juan Agustin Morfi ... translated, with biographical introduction and annotations, by Carlos Eduardo Castañeda ...","The Quivira Society,",1935.
9952175901401401,.b11677429,"The expeditions of Zebulon Montgomery Pike, to headwaters of the Mississippi River, through Louisiana Territory, and in New Spain, during the years 1805-6-7.","F. P. Harper,",1895.
9952175901701401,.b11677405,"Zebulon Pike's Arkansaw journal: in search of the southern Louisiana Purchase boundary line (interpreted by his newly recovered maps). Edited, with bibliographical resume, 1800-1810, by Stephen Harding Hart and Archer Butler Hulbert.",Stewart Commission of Colorado College;,[c1932]
9952175930101401,.b11672547,"The development of Virgil's art, Henry W. Prescott.",The University of Chicago Press,[c1927]
9952175955001401,.b11706776,"United States-Latin American relations; compilation of studies prepared under the direction of the Subcommittee on American Republics Affairs of the Committee on Foreign Relations, United States Senate, pursant to S. Res. 330, 85th Congress, S. Res. 31 and S. Res. 250, 86th Congress.","U. S. Govt. Print. Off.,",1960.
9952176003001401,.b1169323x,"History of the Latin-American nations, by William Spence Robertson ...","D. Appleton and company,",1922.
9952176010001401,.b11692480,The military and society in Latin America.,"Stanford University Press,",1964.
9952176013501401,.b11689298,"From isolation to leadership, a review of American foreign policy, by John Holladay Latane.","Doubleday, Page,",1918.
9952176106001401,.b11695092,"A history of Brazil, by João Pandia Calogeras; translated and edited by Percy Alvin Martin.","The University of North Carolina press,",1939.
9952176115501401,.b11688439,"Heritage of the valley; San Bernardino's first century, by George William Beattie and Helen Pruitt Beattie; [with a foreword by Jos. A. Sullivan.]","Biobooks,",1951.
9952176133701401,.b11690276,"Selected writings; compiled by Vicente Lecuna, edited by Harold A. Bierck, Jr., translation by Lewis Bertrand. Published by Banco de Venezuela.","Colonial Press,",1951.
9952176134801401,.b11690215,"Bolivar and the political thought of the Spanish American revolution, by Victor Andres Belaunde...","The Johns Hopkins press,",1938.
9952176138701401,.b11688233,"The United States and the Far East: certain fundamentals of policy, by Stanley K. Hornbeck.","World Peace Foundation,",1942.
9952176171201401,.b11716393,"Party, constituency, and congressional voting; a study of legislative behavior in the United States House of Representatives [by] W. Wayne Shannon.",Louisiana State University Press,[c1968]
9952176239801401,.b11708220,"The United States and the independence of Latin America, 1800-1830, by Arthur Preston Whitaker.","The Johns Hopkins press,",1941.
9952176263401401,.b11714979,Party government in the House of representatives.,"Macmillan,",1927.
9952176266001401,.b11714773,"The legislative struggle, a study in social combat.","McGraw-Hill,",1953.
9952176312101401,.b11712661,"The high court of Parliament and its supremacy; an historical essay on the boundaries between legislation and adjudication in England, by Charles Howard McIlwain.","Yale university press; [etc., etc.]",1910.
9952176323701401,.b11708578,"United States foreign policy; its organization and control; report. William Yandell Elliott, chairman. Pref. by Harry D. Gideonse.","Columbia University Press,",1952.
9952176342501401,.b11711425,The Ombudsman: citizen's defender; edited by Donald C. Rowat.,"Allen & Unwin,",1968.
9952161366101401,.b10033956,Six French poets of our time : a critical and historical study / Robert W. Greene.,"Princeton University Press,",c1979.
9952161759601401,.b10091907,"The bloudy tenent, washed, and made white in the bloud of the Lambe / by John Cotton.",,1972.
9952161867101401,.b10087175,"Inside Congress : timely reports to keep journalists, scholars, and the public abreast of developing issues, events, and trends.","Congressional Quarterly,",1979.
9952162042601401,.b10085427,"Electoral reform in England and Wales; the development and operation of the parliamentary franchise, 1832-1885.","Yale University Press,",1915.
9952162505601401,.b10151928,The House of Commons in the twentieth century : essays by members of the Study of Parliament Group / edited by S. A. Walkland.,Clarendon Press ;,1979.
9952162840301401,.b10194514,XIXe [i.e. Dix-neuvieme] siecle : les grands auteurs Francais du programme / Andre Lagarde [et] Laurent Michard.,"Bordas,",1969.
9952164268501401,.b10355042,One heart one mind : the rebirth of Virgil's hero in medieval French romance / by Raymond J. Cormier.,"Romance Monographs, inc.,",1973.
9952164344801401,.b10349698,Iowa : a Bicentennial history / Joseph Frazier Wall.,"Norton,",c1978.
9952164449301401,.b10373305,"The beginnings of San Francisco : from the expedition of Anza, 1774, to the city charter of April 15, 1850 : with biographical and other notes / by Zoeth Skinner Eldredge.","Z.S. Eldredge,",1912.
9952166592701401,.b10645895,Catullus : a critical edition / edited and introduced by D. F. S. Thomson.,"University of North Carolina Press,",c1978.
9952166654301401,.b10664646,Hispanic America and its civilizations : Spanish Americans and Anglo-Americans / by Edmund Stephen Urbanski ; translated from the Spanish by Frances Kellam Hendricks and Beatrice Berler ; foreword to the English ed. by Carl Compton ; foreword to the Spanish ed. by Manuel M. Valle.,"University of Oklahoma Press,",c1978.
9952167764701401,.b10787264,"The art of letters, by Robert Lynd.","C. Scribner's sons,",1921.
9952167901001401,.b10796289,"Appreciations: with an essay on style, by Walter Pater ...","Macmillan and Co.,",1889.
9952167901801401,.b10796204,"Dickens, Dali & others; studies in popular culture.",Reynal & Hitchcock,[1946]
9952167978301401,.b10801054,Essays and studies : prose selections for college reading / chosen and arranged by Frederick M. Smith.,"Houghton Mifflin,",c1922.
9952168201201401,.b10828606,Le Sud; roman.,B. Grasset,[1962]
9952168239801401,.b10807007,Modern essays (second series) / selected by Christopher Morley.,"Harcourt, Brace and Company,",1927.
9952168277001401,.b10827894,"Le roman de Troie, par Benoît de Sainte-Maure, pub. d'apres tous les manuscrits connus par Leopold Constans.","Firmin-Didot et cie,",1904-1912.
9952168417601401,.b10848320,"Poems and dramas of Fulke Greville, first lord Brooke / edited with introductions and notes by Geoffrey Bullough.","Oxford University Press ,",1945.
9952168448401401,.b10838053,Playwrights in aspic.,University of Denver Press,[1950]
9952168468601401,.b10855361,"Bacchus, piece en trois actes.",Gallimard,[1952]
9952168476601401,.b10854368,"L'otage de Paul Claudel: essai de psychologie litteraire / Pref. de Henri Guillemin, avant-propos de Paul Bonnet.","Soleil,",1961.
9952168487201401,.b10858787,"Rodogune, tragedie; ed. critique publiee par J. Scherer.","Droz,",1946.
9952168552901401,.b1090010x,"Combat avec l'ange, roman.",B. Grasset,[1934]
9952168553901401,.b10899972,"Bella, par Jean Giraudoux.","B. Grasset,",1926.
9952168555101401,.b10899856,"Amphitryon 38, a comedy in a prologue and three acts, by Jean Giraudoux, adapted from the French by S. N. Behrman.",Random house,[c1938]
9952168674301401,.b10899455,Naissance de l'Odyssee.,B. Grasset,[c1938]
9952168680301401,.b10899133,Le chant du monde.,Gallimard,[1934]
9952168765301401,.b10877745,Le mythe d'Orphee dans la litterature francaise contemporaine [por] Eva Kushner.,"A.G. Nizet,",1961.
9952168768601401,.b10898979,"L'histore de Gille de Chyn, by Gautier de Tournay, edited by Edwin B. Place ...","Northwestern University,",1941.
9952168770001401,.b10898839,L'odyssee d'Andre Gide [par] R. M. Alberes [pseud.],La Nouvelle Edition,[1951]
9952168787201401,.b10895863,Les ballets de Theophile Gautier.,"Nizet,",1965.
9952168802301401,.b1088984x,Elise ou la vraie vie : roman / Claire Etcherelli.,"Denoel,",1967.
9952168820901401,.b1090198x,Julien Green par lui-même ...,"Editions du Seuil,",1967.
9952168912301401,.b1089570x,La preface de Mademoiselle de Maupin. Ed. critique par Georges Matore.,"Droz,",1946.
9952168926701401,.b10897938,"Romans, recits et soties; oeuvres lyriques. Introd. par Maurice Nadeau. Notices et bibliographie par Yvonne Davet et Jean-Jacques Thierry.","Gallimard,",1958]
9952168981801401,.b1091805x,"Dos españoles del Siglo de Oro. Un poeta madrileñista, latinista y francesista en la mitad del siglo XVI. El Fabio de la ""Epistola moral"": su cara y cruz en Mejico y en España.",Editorial Gredos,[1960]
9952169065501401,.b10937109,"Venezuelan prose fiction, by Dillwyn Fritschel Ratcliff.","Instituto de las Españas en los Estados Unidos,",1933.
9952169134601401,.b10924966,La novela indianista en Hispanoamerica (1832-1889),Impr. de la Libreria y casa editorial Hernando (s.a.),1934.
9952169172201401,.b10942646,"Teatro; edicion, prologo y notas de Alfonso Reyes.","Ediciones de ""La Lectura"",",1918.
9952169185901401,.b10934340,Literatura española hasta fines del siglo XV.,"Antigua Libreria Robredo,",1950.
9952169223901401,.b10923779,Analisis e interpretacion de la comedia [por] Everett W. Hesse.,Editorial Castalia,[1968]
9952169224701401,.b1092369x,Breve historia del modernismo / Max Henríquez Ureña.,Fondo de Cultura Económica,[1954]
9952169328401401,.b10933918,A New history of Australia / edited by F. K. Crowley.,"Heinemann,",1974.
9952170475601401,.b11311708,"Martial and the modern epigram, by Paul Nixon.","Longmans, Green and co.,",1927.
9952170477001401,.b11311642,"Selected Epigrams of Martial; edited, with introduction and notes, by Edwin Post.","Ginn,",[c1908]
9952171498101401,.b10955422,"Les chansons de Thibaut de Champagne roi de Navarre, edition critique publiee par A. Wallenskold ...","E. Champion,",1925.
9952171502501401,.b10954806,Segundo estilo de Becquer; ensayo biocritico del poeta y de su epoca [por] Martin Alonso.,Ediciones Guadarrama,[1972]
9952171589501401,.b10970915,Perspectiva critica de los dramas de Calderon.,Ediciones Rialp,[1965]
9952171711801401,.b1097863x,"Eugene Scribe and the French theatre, 1815-1860, by Neil Cole Arvin ...","Harvard University Press,",1924.
9952171714701401,.b10958721,Sangre y arena : novela / Vicente Blasco Ibañez.,"Prometeo,",c1919.
9952171766901401,.b11002670,Histoire generale du theâtre en France ... par Eugene Lintilhac ...,E. Flammarion,[1904-11]
9952171799401401,.b10987526,Reconquista.,"Ediciones Botas,",1937.
9952171810501401,.b10988282,T. Macci Plavti Mostellaria; with introd. and notes by Edwin W. Fay.,"Allyn and Bacon,",1902.
9952171869701401,.b11000685,"Poesies francaises, 1860-1925; editees avec notes explicatives par Edith Philips ... introduction par Rene Lalou ...","F.S. Crofts & Co.,",1926.
9952171883701401,.b10990665,Antonio de Guevara / by Joseph R. Jones.,"Twayne,",[1975]
9952171906501401,.b10992455,Maria. Estudio preliminar de E. Anderson Imbert.,Fondo de Cultura Economica,[1951]
9952171911201401,.b10991438,"Poesias completas. Seleccion, estudio y notas por Angel Aparicio Laurencio.",Ediciones Universal,[1970]
9952172016601401,.b11008519,"Histoire de la litterature francaise de 1789 a nos jours, par Albert Thibaudet.",Stock,[1936]
9952172018301401,.b11008337,"Main currents of modern French drama, Hugh Allison Smith ...",H. Holt and Company,[c1925]
9952172029201401,.b11006043,Le mythe de Promethee dans la litterature francaise contemporaine (1900-1960),"Presses de l'Universite Laval,",1964.
9952172081901401,.b1101197x,La estacion total con las Canciones de la nueva luz (1923-1936),Editorial Losada,[c1946]
9952172099901401,.b11005002,La Poesie des origines a 1715 [par] Jean-Charles Payen ... Jean-Pierre Chauveau ...,"A. Colin,",1968.
9952172140201401,.b10998639,Four French plays of the twentieth century.,Harper,[1949]
9952172243701401,.b11007746,"The complete works of Horace, edited with an introduction by Casper J. Kraemer, jr.",The Modern library,[c1936]
9952172271201401,.b11045851,Le Dernier Baudelaire.,"J. Corti,",1966.
9952172539101401,.b11046600,Fascism in France; the case of Maurice Barres.,"University of California Press,",1972.
9952172541301401,.b11041183,"L'atre perilleux; roman de la Table ronde, edite par Brian Woledge.","H. Champion,",1936.
9952172552301401,.b1104696x,Epistolario. Ed. y notas de Narciso Alonso Cortes.,"Ediciones de ""La Lectura,""",1915.
9952172985701401,.b11116213,"Las confesiones de un pequeño filosofo, por Azorin [pseud.]  Edited with notes, exercises, and vocabulary by Louis Imbert ... with a critical introduction by Federico de Onis.",D.C. Heath & co.,[c1923]
9952173274501401,.b11158062,The merveilleux in Chretien de Troyes' romances / Lucienne Carasso-Bulow.,"Droz,",1976.
9952174564201401,.b11567545,Christianity and the crisis.,"V. Gollancz, ltd.,",1933.
9952174570201401,.b11566401,"Selected sermons of Jonathan Edwards, ed. with introduction and notes, by H. Norman Gardiner.","The Macmillan Co.,",1904.
9952174719201401,.b11569360,The church in Soviet Russia.,"Oxford University Press,",1956.
9952174722601401,.b11568951,"God in freedom; studies in the relations between church and state. Translated from the Italian by Alfonso Arbib-Costa, with American supplementary chapters by President William H. Taft [and others]","Macmillan,",1930.
9952175568001401,.b11659373,"America in world affairs, by Allan Nevins.","Oxford University Press,",1942.
9952175657701401,.b11654740,"Index rerum et nominum in scholiis Servii et Aelii Donati tractatrum, confercerunt J.F. Mountford et J.T. Schultz.","Cornell university,",1930.
9952175661301401,.b11654569,"Moral essays, with an English translation by John W. Basore ...","W. Heinemann, ltd.;",1928-
9952175662101401,.b1165451x,"The tragedies of Seneca, tr. into English verse, to which have been appended comparative analyses of the corresponding Greek and Roman plays, and a mythological index, by Frank Justus Miller; introduced by an essay on the influence of the tragedies of Seneca upon early English drama by John Matthews Manly.","The University of Chicago Press; [etc., etc.]",1907.
9952175684701401,.b11655124,"Tacitus, and other Roman studies, by Gaston Boissier ... Tr. by W.G. Hutchinson.",G.P. Putnam's Sons;,1906.
9952175686401401,.b11655367,"The Elegies of Albius Tibullus, the Corpus Tibullianum, edited with introduction and notes on Books I, II and IV, 2-14, by Kirby Flower Smith.",American book company,[c1913]
9952175770601401,.b1167457x,"The southwestern frontier--1865-1881; a history of the coming of the settlers, Indian depredations and massacres, ranching activities, operations of white desperadoes and thieves, government protection, building of railways, and the disappearance of the frontier, by Carl Coke Rister ...","The Arthur H. Clark company,",1928.
9952175788401401,.b11674040,"Torchbearer of the revolution, the story of Bacon's rebellion and its leader, by Thomas Jefferson Wertenbaker.",Princeton university press;,1940.
9952175793101401,.b11667928,"California sketches, with recollections of the gold mines; with an introduction by Lyle H. Wright.","N.A. Kovach,",1946.
9952175803201401,.b11668179,"The story of California from the earliest days to the present, by Henry K. Norton.","A. C. McClurg & Co.,",1913.
9952175834701401,.b1166664x,"Outpost of empire; the story of the founding of San Francisco, by Herbert Eugene Bolton.","A.A. Knopf,",1931.
9952175886901401,.b11675743,"The Spanish-American frontier: 1783-1795; the westward movement and the Spanish retreat in the Mississippi valley, by Arthur Preston Whitaker, with an introduction by Samuel Eliot Morison, and with maps.","Houghton Mifflin company,",1927.
9952175890101401,.b11675512,"The Indiana Company, 1763-1798; a study in eighteenth century frontier land speculation and business venture, by George E. Lewis.","Arthur H. Clark Company,",1941.
9952175955301401,.b11704858,Prophets on the right : profiles of conservative critics of American globalism / Ronald Radosh.,"Simon and Schuster,",[1975]
9952175994801401,.b11693666,New trends in Latin America.,"Foreign Policy Association,",1960]
9952176007301401,.b11692765,"The intellectual background of the Revolution in South America, 1810-1824, by Bernard Moses ...","Printed by order of the trustees,",1926.
9952176008101401,.b11692686,The rise of the Spanish American empire.,"Macmillan Co.,",1947.
9952176016501401,.b11688968,"Unpublished orations: ""The discovery of the Columbia River, and the Whitman controversy""; ""The Crispus Attucks memorial"", and ""Columbus memorial"".","Printed for members only, The Bibliophile Society,",1909.
9952176068701401,.b11706594,"The early diplomatic relations between the United States and Japan, 1853-1865, by Payson Jackson Treat ...","The Johns Hopkins Press,",1917.
9952176069501401,.b1170651x,"Russo-American relations, 1815-1867, by Benjamin Platt Thomas.","Johns Hopkins Press,",1930.
9952176226801401,.b11704639,The United States and the Caribbean.,"Harvard Univ. Press,",1947.
9952176250101401,.b11708098,The time for decision.,Harper & Brothers,[1944]
9952176314801401,.b11709376,Learning parliamentary procedure; illustrated by Alan Atkins. With verses by Richard Armour and cartoons by Leo Hershfield.,"McGraw-Hill,",1953.
9952176329001401,.b11712223,"The House of Lords and contemporary politics, 1911-1957.",Routledge & Paul,[1958]
9952176332701401,.b11711346,"In search of peace; the Senate munitions inquiry, 1934-36.",Louisiana State University Press,[1963]
9952162407001401,.b10138833,Increase Mather vs. Solomon Stoddard : two Puritan tracts.,,1972.
9952163573101401,.b10291970,Parliament in Elizabethan England : John Hooker's Order and usage / Vernon F. Snow.,"Yale University Press,",1977.
9952163777001401,.b10322565,The Old French epic.,"Haskell House,",1971.
9952164230901401,.b10368450,Le Reel et le texte.,"A. Colin,",1974.
9952164736201401,.b10376185,Albert Camus.,"Columbia University Press,",1964.
9952165617401401,.b10527850,La creation litteraire chez Balzac; la genese du Medecin de campagne.,Colin,1951.
9952167016901401,.b10693245,"The United States and France: Civil War diplomacy, by Lynn M. Case and Warren F. Spencer.",University of Pennsylvania Press,[1970]
9952167462401401,.b10772030,"Fanny Burney and the Burneys / edited, with introduction, by R. Brimley Johnson .",,1926.
9952167902801401,.b10796101,"Tradition and progress, by Gilbert Murray...","Houghton Mifflin company,",1922.
9952167965201401,.b10814681,"The garden of folly, by Stephen Leacock.","Dodd, Mead and company,",1924.
9952168171401401,.b10837371,Jonathan Swift; essays on his satire and other studies.,"Oxford University Press,",1964.
9952168269501401,.b10836883,"A tale of a tub, to which is added The battle of the books, and the Mechanical operation of the spirit. Together with The history of Martin, Wotton's Observations upon the Tale of a tub, Curll's Complete key, etc. The whole edited with an introd. and notes historical and explanatory, by A. C. Guthkelch and D. Nichol Smith.","Clarendon Press,",1958.
9952168370301401,.b10857205,Sido.,J. Ferenczi & fils,[c1930]
9952168419601401,.b10848101,Poems and plays. With an introd. by Claude Colleer Abbott.,Bodley Head,[1953]
9952168463701401,.b10851045,Chateaubriand; essais de critique et d'histoire litteraire ...,"J. Vrin,",1938.
9952168470301401,.b10854708,"Tête-d'Or; a play in three acts, by Paul Claudel, translated from the French by John Strong Newberry.",Yale University Press;,1919.
9952168510301401,.b10844466,"Mobile, etude pour une representation des Etats-Unis.",Gallimard,[1962]
9952168542901401,.b10846839,"Les corps etrangers, roman.",Editions du Seuil,[1959]
9952168574201401,.b10876212,Modern French theatre from Giraudoux to Beckett. In collaboration with June Beckelman.,"Yale University Press,",1961.
9952168575801401,.b10876029,"French poetry and modern industry, 1830-1870, a study of the treatment of industry and mechanical power in French poetry during the reigns of Louis-Philippe and Napoleon III, by Elliott Mansfield Grant ...","Harvard University Press,",1927.
9952168633001401,.b10861944,"Souvenirs d'un homme de lettres. Illustrations de Bieler, Montegut, Myrbach et Rossi, gravees par Ch. Guillaume.",C. Marpon et E. Flammarion,[1888]
9952168711901401,.b10871536,Morales du grand siecle.,"Gallimard,",1948.
9952168737701401,.b10866541,"Lovers: The free woman: They; three plays, by Maurice Donnay.  Translated from the French, with an introd., by Barrett H. Clark.","M. Kennerley,",1915.
9952168756301401,.b10897124,Gerard de Nerval et l'Allemagne.,"Societe d'enseignement superieur,",1957-
9952168805601401,.b10900871,Pour Lucrece; piece en trois actes.,"Grasset,",1953.
9952168910301401,.b10896429,Essai sur Jean Genêt ... Bibliographie ... [choix de textes de J. Genet] ...,"P. Seghers,",1966.
9952168927001401,.b10897902,Oeuvres completes d'Andre Gide; edition augmentee de textes inedits etablie par L. Martin-Chauffier.,N[ouvelle] r[evue] f[rancaise],[1932-39]
9952168953201401,.b10917421,L'Autre : roman / Julien Green.,"Plon,",1971.
9952168962801401,.b10920687,Forma y espiritu de una lirica española; noticia sobre la renovacion poetica en Espaãna de 1920 a 1935.,"Grafica Panamericana,",1950.
9952168999201401,.b10921564,"Teatro critico universal ... Seleccion, prologo y notas por Agustin Millares Carlo.","Ediciones de ""La Lectura"",",1923-25.
9952169023601401,.b10920134,El tema de España en la poesia española contemporanea; antologia.,Revista de Occidente,[1964]
9952169100701401,.b10922313,"Novelas y novelistas; Galdos, Baroja, Valle-Inclan, Ricardo Leon, Unamuno, Perez de Ayala, condesa de Pardo Bazan.","Calleja,",1918.
9952169102701401,.b10901656,The drama of the passion; English metrical version by Malcolm McLaren.,"Printed by A. R. Mowbray & co., limited,",1935.
9952169210701401,.b10941666,Ensayos sobre literatura latinoamericana.,University of California Press,[1953-
