Type / Creator / Imprint,,Subject,Series,Title,Relation,Creation Date,Modification Date,Edition,Uniform Title,Medium Type,Language,Open Access,Language Of Cataloging,ISBN,Record number,ISBN (13),ISSN,Collections,Availability,Availability (Network),,Orders,Peer Reviewed,Managed by,Requests,MMS ID,underReview,resultFromNetwork,Local Call Number,Other Classification Number,Handle Identifier
"Book {Book - Physical} By Rosenberry, Edward H. (Cambridge, Harvard University Press, 1955.)",,"Melville, Herman,--1819-1891. ",,Melville and the comic spirit [by] Edward H. Rosenberry.,,08/08/2022 14:46:06 ,01/28/2023 22:41:46 ,,,,English,,,,82234;(Mills)ocm01076935;(MillsTIND)60949,,,,,,,0,,,0,9952166908501401,,,813.3 M531Xr 1955 ,,
"Book {Book - Physical} By Sedgwick, William Ellery, (New York, Russell & Russell, 1962 [c1944])",,"Melville, Herman,--1819-1891--Criticism and interpretation. ",,Herman Melville; the tragedy of mind.,,08/08/2022 14:46:07 ,01/28/2023 22:58:22 ,,,,English,,,,82235;(Mills)ocm02571346;(MillsTIND)60952,,,,,,,0,,,0,9952166907601401,,,813.3 M531Xs ,,
"Book {Book - Physical} By Stern, Milton R. (Urbana, University of Illinois Press, 1957.)",,"Melville, Herman,--1819-1891--Criticism and interpretation.   Melville, Herman,--1819-1891--Bibliography. ",,The fine hammered steel of Herman Melville; with a checklist of Melville studies.,,08/08/2022 14:46:07 ,01/28/2023 22:49:31 ,,,,English,,,,82238;(Mills)ocm00165669;(MillsTIND)60960,,,,,,,0,,,0,9952166905801401,,,813.3 M531Xst 1957 ,,
"Book {Book - Physical} By Fridén, Georg. (Upsala, Cambridge, Lundequistska bokhandeln [1949])",,"Cooper, James Fenimore,--1789-1851.   Macpherson, James,--1736-1796.--Ossian. ",Essays and studies on American language and literature ; 8,James Fenimore Cooper and Ossian.,,08/08/2022 14:46:08 ,01/28/2023 22:54:03 ,,,,English,,,,82136;(Mills)ocm00857179;(MillsTIND)60691,,,,,,,0,,,0,9952166905301401,,,813 C777Xf ,,
"Book {Book - Physical} By Stone, Geoffrey. (New York, Sheed & Ward, 1949.)",,"Melville, Herman,--1819-1891--Criticism and interpretation. ",Great writers of the world ; 4,Melville.,,08/08/2022 14:46:06 ,01/28/2023 22:49:28 ,,,,English,,,,82239;(Mills)ocm00248660;(MillsTIND)60963,,,,,,,0,,,0,9952166905201401,,,813.3 M531Xsto 1949 ,,
"Book {Book - Physical} By Wright, Nathalia. (Durham, Duke Univ Press, 1949.)",,"Melville, Herman,--1819-1891.   Bible Influence. ",Duke University publications,Melville's use of the Bible.,,08/08/2022 14:46:07 ,01/28/2023 22:56:08 ,,,,English,,,,82241;(Mills)ocm02416126;(MillsTIND)60968,,,,,,,0,,,0,9952166904201401,,,813.3 M531Xw 1949 ,,
"Book {Book - Physical} By Kazin, Alfred, (Bloomington, Indiana University Press [1955])",,"Dreiser, Theodore,--1871-1945. ",,The stature of Theodore Dreiser; a critical survey of the man and his work. Edited by Alfred Kazin and Charles Shapiro; with an introd by Alfred Kazin.,,08/08/2022 14:46:07 ,01/28/2023 22:56:04 ,,,,English,,,,82140;(Mills)ocm00713103;(MillsTIND)60701,,,,,,,0,,,0,9952166903501401,,,813 D771Xk ,,
"Book {Book - Physical} By Leverton, Garrett H. (Princeton, N.J., Princeton University Press, 1940.)",,American drama. ,"America's lost plays (Princeton, N.J.) ; vol. VIII.","The great diamond robbery & other recent melodramas, by Edward M. Alfriend & A.C. Wheeler, Clarence Bennett [and others] ... edited by Garrett H. Leverton.",,08/08/2022 14:46:14 ,01/28/2023 22:39:10 ,,,,English,,,,82085;(Mills)ocm01814638;(MillsTIND)60595,,,,,,,0,,,0,9952166893201401,,,812.08 L661g ,,
"Book {Book - Physical} By Moses, Montrose Jonas, (Boston, Little, Brown and Company, 1941.)",,American drama. ,,"Representative American dramas, national and local, edited with introductions, by Montrose J. Moses, revised and brought up to date by Joseph Wood Krutch ...",,08/08/2022 14:46:14 ,01/28/2023 22:49:29 ,Student's ed.,,,English,,,,82089;(Mills)ocm02096208;(MillsTIND)60602,,,,,,,0,,,0,9952166892501401,,,812.08 M911r2 ,,
"Book {Book - Physical} By Page, Eugene Richard, (Princeton, N.J., Princeton University Press, 1941.)",,American drama--20th century. ,"America's lost plays (Princeton, N.J.) ; vol. XIV.","Metamora & other plays, by John Augustus Stone [and others] ... Edited by Eugene R. Page.",,08/08/2022 14:46:16 ,01/28/2023 22:44:15 ,,,,English,,,,82093;(Mills)ocm01831576;(MillsTIND)60611,,,,,,,0,,,0,9952166891601401,,,812.08 P132m ,,
"Book {Book - Physical} By Russak, J. B. (Princeton, N.J., Princeton University Press, 1941.)",,American drama. ,"America's lost plays (Princeton, N.J.) ; vol. XVI.","Monte Cristo, by Charles Fechter, as played by James O'Neill, & other plays by Julia Ward Howe, George C. Hazelton, Langdon Mitchell [and] William C. De Mille. Edited by J.B. Russak.",,08/08/2022 14:46:15 ,01/28/2023 22:47:07 ,,,,English,,,,82096;(Mills)ocm01817935;(MillsTIND)60615,,,,,,,0,,,0,9952166890801401,,,812.08 R958m ,,
"Book {Book - Physical} By Woodberry, George Edward, (Boston, and New York, Houghton, Mifflin and Co, 1902.)",,"Hawthorne, Nathaniel,--1804-1864. ",,"Nathaniel Hawthorne, by George E. Woodberry.",,08/08/2022 14:46:15 ,01/28/2023 22:39:12 ,[Large paper ed.],,,English,,,,82177;(Mills)ocm08165298;(MillsTIND)60784,,,,,,,0,,,0,9952166890101401,,,813 H399Xwo ,,
"Book {Book - Physical} By Woodberry, George Edward, (Indianapolis, The Bobbs-Merrill company [c1918])",,"Hawthorne, Nathaniel,--1804-1864. ",,"Nathaniel Hawthorne, how to know him, by George Edward Woodberry ...",,08/08/2022 14:46:15 ,01/28/2023 22:59:11 ,,,,English,,,,82178;(Mills)ocm01491945;(MillsTIND)60788,,,,,,,0,,,0,9952166889701401,,,813 H399Xwoo ,,
"Book {Book - Physical} By Shapiro, Charles. (Detroit, Wayne State University Press, 1958.)",,American fiction. ,,Twelve original essays on great American novels.,,08/08/2022 14:46:33 ,01/28/2023 22:36:28 ,,,,English,,,,82310;(Mills)ocm00381444;(MillsTIND)61187,,,,,,,0,,,0,9952166877901401,,,813.09 S529t ,,
"Book {Book - Physical} By Smith, Thelma M. ([Durham, N.C.] Duke University Press, 1955.)",,"American fiction--20th century--History and criticism.   Literature, Comparative--American and French.   Literature, Comparative--French and American.  and others",,"Transatlantic migration; the contemporary American novel in France, by Thelma M. Smith and Ward L. Miner.",,08/08/2022 14:46:34 ,01/28/2023 22:49:31 ,,,,English,,,,82311;(Mills)ocm00269379;(MillsTIND)61190,,,,,,,0,,,0,9952166877301401,,,813.09 S662t ,,
"Book {Book - Physical} By Browne, Walter, (New York, HK Fly [c1908])",,,,"Acting version of Henry W. Savage's production of Everywoman, her pilgrimage in quest of love. A modern morality play.",,08/08/2022 14:46:36 ,01/28/2023 22:36:30 ,,,,English,,,,82473;(Mills)ocm01140249;(MillsTIND)61583,,,,,,,0,,,0,9952166867001401,,,812 B884a ,,
"Book {Book - Physical} By Geismar, Maxwell David, (Boston : Houghton Mifflin [c1949])",,American fiction--20th century--History and criticism. ,,"The last of the provincials : the American novel, 1915-1925: H. L. Mencken, Sinclair Lewis, Willa Cather, Sherwood Anderson, F. Scott Fitzgerald /",,08/08/2022 14:46:36 ,01/28/2023 22:32:46 ,[2d ed.],,,English,,,,82294;(Mills)ocm05804338;(MillsTIND)61134,,,,,,,0,,,0,9952166862801401,,,813.09 G313L2 ,,
"Book {Book - Physical} By Hartwick, Harry. (New York, Cincinnati [etc.] American Book Co [c1934])",,"American fiction--20th century--History and criticism.   Authors, American. ",,"The foreground of American fiction, by Harry Hartwick.",,08/08/2022 14:46:37 ,01/28/2023 22:44:14 ,,,,English,,,,82295;(Mills)ocm01652296;(MillsTIND)61139,,,,,,,0,,,0,9952166861801401,,,813.09 H337f ,,
"Book {Book - Physical} By Michaud, Régis, (Boston, Little, Brown, and Company, 1928.)",,American fiction--History and criticism. ,,"The American novel to-day; a social and psychological study, by Regis Michaud.",,08/08/2022 14:46:37 ,01/28/2023 22:36:32 ,,,,English,,,,82304;(Mills)ocm00269686;(MillsTIND)61168,,,,,,,0,,,0,9952166857201401,,,813.09 M622ra ,,
"Book {Book - Physical} By Bewley, Marius. (New York, Columbia University Press, 1959.)",,American fiction--History and criticism. ,,The eccentric design; form in the classic American novel.,,08/08/2022 14:46:40 ,01/28/2023 22:54:04 ,,,,English,,,,82277;(Mills)ocm00964762;(MillsTIND)61079,,,,,,,0,,,0,9952166856101401,,,813.09 B572e ,,
"Book {Book - Physical} By Blake, Nelson Manfred, (Syracuse, N.Y.] Syracuse University Press [1969])",,Social problems in literature.   American fiction--20th century--History and criticism. ,,"Novelists' America; fiction as history, 1910-1940.",,08/08/2022 14:46:40 ,01/28/2023 22:51:49 ,[1st ed.,,,English,,,,82278;(Mills)ocm00449993;(MillsTIND)61083,,,,,,,0,,,0,9952166855701401,,,813.09 B636n ,,
"Book {Book - Physical} By Blish, James. (Chicago, Advent Publishers, 1964.)",,Science fiction--History and criticism. ,,"The issue at hand; studies in contemporary magazine science fiction, by William Atheling, Jr.  Edited, and with an introd., by James Blish.",,08/08/2022 14:46:39 ,01/28/2023 22:36:29 ,[1st ed.],,,English,,,,82279;(Mills)ocm00331823;(MillsTIND)61085,,,,,,,0,,,0,9952166855501401,,,813.09 B649i ,,
"Book {Book - Physical} By Bowden, Edwin T. (New York, Macmillan, 1961.)",,American fiction--History and criticism.   Social isolation in literature. ,,The dungeon of the heart; human isolation and the American novel [by] Edwin T. Bowden.,,08/08/2022 14:46:39 ,01/28/2023 22:36:31 ,,,,English,,,,82281;(Mills)ocm01039947;(MillsTIND)61090,,,,,,,0,,,0,9952166855001401,,,813.09 B784d ,,
"Book {Book - Physical} By Boynton, Percy Holmes, (Chicago, Ill., University of Chicago press [c1940])",,"American fiction--20th century--History and criticism.   Novelists, American. ",,"America in contemporary fiction, by Percy H. Boynton.",,08/08/2022 14:46:39 ,01/28/2023 22:36:29 ,,,,English,,,,82282;(Mills)ocm02477084;(MillsTIND)61093,,,,,,,0,,,0,9952166854701401,,,813.09 B792a ,,
"Book {Book - Physical} By Cady, Edwin Harrison. (Bloomington, Indiana University Press [1971])",,Realism in literature.   American fiction--19th century--History and criticism. ,,The light of common day; realism in American fiction [by] Edwin H. Cady.,,08/08/2022 14:46:38 ,01/28/2023 22:49:28 ,,,,English,,,0253334306 ,82285;(Mills)ocm00189789;(MillsTIND)61105,9780253334305 ,,,,,,0,,,0,9952166853501401,,,813.09 C126L ,,
"Book {Book - Physical} By Grimm, Reinhold. (Koln, Berlin, Kiepenheuer u Witsch (1966))",,"Brecht, Bertolt,--1898-1956.   German drama--20th century--History and criticism.   Drama--History and criticism. ",Neue wissenschaftliche Bibliothek. Literaturwissenschaft ; 15.,Episches Theater.,,08/08/2022 14:45:13 ,01/28/2023 22:49:33 ,,,,German,,,,81561;(Mills)ocm00299727;(MillsTIND)59322,,,,,,,0,,,0,9952166850701401,,,809.2 G864e ,,
"Book {Book - Physical} By Hamilton, Clayton Meeker, (New York, The Macmillan company, 1924.)",,Drama--20th century--History and criticism. ,,"Conversations on contemporary drama, by Clayton Hamilton ... a series of nine lectures, delivered in Earl hall, at Columbia university, from February 11 to April 7, 1924.",,08/08/2022 14:45:13 ,01/28/2023 22:58:22 ,,,,English,,,,81564;(Mills)ocm01484212;(MillsTIND)59330,,,,,,,0,,,0,9952166849901401,,,809.2 H218c ,,
"Book {Book - Physical} By Havemeyer, Loomis, (New Haven, Yale university press etc, etc 1916.)",,Folk drama.   Primitive societies. ,,"The drama of savage peoples, by Loomis Havemeyer ...",,08/08/2022 14:45:12 ,01/28/2023 22:58:19 ,,,,English,,,,81565;(Mills)ocm02360412;(MillsTIND)59332,,,,,,,0,,,0,9952166849701401,,,809.2 H384d ,,
"Book {Book - Physical} By Heidsieck, Arnold, (Stuttgart, Kohlhammer [1969])",,Grotesque in literature.   Drama--20th century--History and criticism. ,Sprache und Literatur ; 53,Das Groteske und das Absurde im modernen Drama.,,08/08/2022 14:45:12 ,01/28/2023 22:39:09 ,,,,German,,,,81566;(Mills)ocm01741033;(MillsTIND)59335,,,,,,,0,,,0,9952166849401401,,,809.2 H465g ,,
"Book {Book - Physical} By Henderson, Archibald, (New York, H Holt and company, 1914.)",,Drama--19th century--History and criticism.   Drama--20th century--History and criticism. ,,"The changing drama; contributions and tendencies, by Archibald Henderson.",,08/08/2022 14:45:13 ,01/28/2023 22:54:02 ,,,,English,,,,81567;(Mills)ocm01933618;(MillsTIND)59338,,,,,,,0,,,0,9952166849101401,,,809.2 H496c ,,
"Book {Book - Physical} By Henderson, Archibald, (Cincinnati, Stewart & Kidd Ccompany, 1913.)",,"Strindberg, August,--1849-1912.   Ibsen, Henrik,--1828-1906.   Maeterlinck, Maurice,--1862-1949.  and others",,"European dramatists, by Archibald Henderson ...",,08/08/2022 14:45:13 ,01/28/2023 22:39:11 ,,,,English,,,,81568;(Mills)ocm00330273;(MillsTIND)59341,,,,,,,0,,,0,9952166848801401,,,809.2 H496e ,,
"Book {Book - Physical} By Huneker, James, (New York, Scribner, 1905.)",,Dramatists. ,,"Iconoclasts, a book of dramatists: Ibsen, Strindberg, Becque, Hauptmann, Sudermann, Hervieu, Gorky, Duse and d'Annunzio, Maeterlinck and Bernard Shaw.",,08/08/2022 14:45:12 ,01/28/2023 22:41:46 ,,,,English,,,,81570;(Mills)ocm01591184;(MillsTIND)59346,,,,,,,0,,,0,9952166848301401,,,809.2 H934i ,,
"Book {Book - Physical} By Kazin, Alfred, (New York, Reynal & Hitchcock [1942])",,American prose literature--History and criticism.   American literature--20th century--History and criticism. ,,"On native grounds, an interpretation of modern American prose literature, by Alfred Kazin.",,08/08/2022 14:45:14 ,01/28/2023 22:44:15 ,,,,English,,,,81455;(Mills)ocm00269922;(MillsTIND)59027,,,,,,,0,,,0,9952166844601401,,,810.9 K23o ,,
"Book {Book - Physical} By Bentley, Eric, (New York, Atheneum, 1964.)",,Drama.   Drama--History and criticism.   Theater. ,,The life of the drama [by] Eric Bentley.,,08/08/2022 14:45:26 ,01/28/2023 22:39:10 ,[1st ed.],,,English,,,,81522;(Mills)ocm00329844;(MillsTIND)59198,,,,,,,0,,,0,9952166838001401,,,809.2 B477L ,,
"Book {Book - Physical} By Ransome, Arthur, (London, TC & EC Jack, 1909.)",,Fiction--History and criticism.   Narration (Rhetoric) ,,"A history of story-telling; studies in the development of narrative. With 27 ports. by J. Gavin. London, T. C. & E. C. Jack, 1909.",,08/08/2022 14:45:35 ,01/28/2023 22:36:31 ,,,,English,,,,81744;(Mills)ocm01373626;(MillsTIND)59748,,,,,,,0,,,0,9952166829801401,,,809.3 R212h ,,
"Book {Book - Physical} By Krauss, Werner, (Paris, Editions sociales [1970])",,Fiction--18th century--Congresses.   Enlightenment--Congresses. ,,Roman et lumieres au XVIIIe [i. e. dix-huitieme] siecle. Colloque sous la presidence de Werner Krauss [et al.] Avec la participation de G. Benrekassa [et al.],,08/08/2022 14:45:37 ,01/28/2023 22:54:00 ,,,,French,,,,81753;(Mills)ocm00336643;(MillsTIND)59774,,,,,,,0,,,0,9952166827401401,,,809.3 R758 ,,
"Book {Book - Physical} By Valency, Maurice Jacques, (New York, Grosset & Dunlap [1966, c1963])",,"Ibsen, Henrik,--1828-1906.   Strindberg, August,--1849-1912.   Drama--19th century--History and criticism. ",Universal library.,The flower and the castle; an introduction to modern drama.,,08/08/2022 14:45:40 ,01/28/2023 22:58:20 ,,,,English,,,,81653;(Mills)ocm07838454;(MillsTIND)59511,,,,,,,0,,,0,9952166823101401,,,809.2 V152f ,,
"Book {Book - Physical} By Torres Bodet, Jaime, (Mexico, Impr Universitaria, 1955.)",,"Stendhal,--1783-1842.   Dostoyevsky, Fyodor,--1821-1881.   Pérez Galdós, Benito,--1843-1920. ",,"Tres inventores de realidad; Stendhal, Dostoyevski, Perez Galdos.",,08/08/2022 14:45:38 ,01/28/2023 22:41:49 ,,,,Spanish,,,,81769;(Mills)ocm01087536;(MillsTIND)59822,,,,,,,0,,,0,9952166821701401,,,809.3 T693t ,,
"Book {Book - Physical} By Williams, Raymond. (London, Chatto & Windus, 1968.)",,Drama--19th century--History and criticism.   Drama--20th century--History and criticism. ,,Drama from Ibsen to Brecht.,,08/08/2022 14:45:41 ,01/28/2023 22:32:49 ,,,,English,,,701113707 ,81657;(Mills)ocm00038071;(MillsTIND)59523,701113707 ,,,,,,0,,,0,9952166820601401,,,809.2 W726d1 ,,
"Book {Book - Physical} By Cordell, Kathryn Coe. (New York, Random house [1940])",,American drama--20th century. ,,"A new edition of the Pulitzer prize plays, edited by Kathryn Coe & William H. Cordell; introduction by William Lyon Phelps.",,08/08/2022 14:45:41 ,01/28/2023 22:36:32 ,,,,English,,,,81849;(Mills)ocm03356727;(MillsTIND)60004,,,,,,,0,,,0,9952166819101401,,,812.08 C894n ,,
"Book {Book - Physical} By Axthelm, Pete. (New Haven, Yale University Press, 1967.)",,Psychological fiction. ,Yale College series ; 6,"The modern confessional novel, by Peter M. Axthelm.",,08/08/2022 14:45:40 ,01/28/2023 22:49:31 ,,,,English,,,,81661;(Mills)ocm00294512;(MillsTIND)59536,,,,,,,0,,,0,9952166818001401,,,809.3 A972m ,,
"Book {Book - Physical} By Calderwood, James L. (New York, Oxford University Press, 1968.)",,Fiction. ,,"Perspectives on fiction, edited by James L. Calderwood and Harold E. Toliver.",,08/08/2022 14:45:41 ,01/28/2023 22:58:22 ,,,,English,,,,81667;(Mills)ocm00332758;(MillsTIND)59554,,,,,,,0,,,0,9952166814501401,,,809.3 C146p ,,
"Book {Book - Physical} By Kingston, Carolyn T. (New York, Teachers College Press [1974])",,"Children&apos;s literature--History and criticism.   Tragic, The. ",New aims in children's literature,The tragic mode in children's literature [by] Carolyn T. Kingston.,,08/08/2022 14:45:42 ,01/28/2023 22:58:21 ,,,,English,,,,81708;(Mills)ocm00700869;(MillsTIND)59669,,,,,,,0,,,0,9952166808301401,,,809.3 K55t ,,
"Book {Book - Physical} By Kahler, Erich, ([Princeton, N.J.] Princeton University Press [1973])",,Fiction--History and criticism. ,Bollingen series ; 83,The inward turn of narrative. Translated from the German by Richard & Clara Winston. Foreword by Joseph Frank.,,08/08/2022 14:45:42 ,01/28/2023 22:39:10 ,,,,English,,,0691098913 ,81711;(Mills)ocm00627810;(MillsTIND)59673,9780691098913 ,,,,,,0,,,0,9952166807501401,,,809.3 K12i ,,
"Book {Book - Physical} By Knight, Grant Cochran, (New York, A A Knopf, 1925.)",,English fiction--History and criticism.   American fiction--History and criticism. ,,"Superlatives, by Grant C. Knight...",,08/08/2022 14:45:42 ,01/28/2023 22:44:13 ,,,,English,,,,81714;(Mills)ocm01835096;(MillsTIND)59677,,,,,,,0,,,0,9952166806701401,,,809.3 K69s ,,
"Book {Book - Physical} By Krutch, Joseph Wood, (New York, J Cape & H Smith [c1930])",,"Boccaccio, Giovanni,--1313-1375.   Cervantes Saavedra, Miguel de,--1547-1616.   Richardson, Samuel,--1689-1761.  and others",,"Five masters; a study in the mutations of the novel, by Joseph Wood Krutch.",,08/08/2022 14:45:42 ,01/28/2023 22:44:13 ,,,,English,,,,81717;(Mills)ocm00635047;(MillsTIND)59679,,,,,,,0,,,0,9952166806301401,,,809.3 K94f ,,
"Book {Book - Physical} By Mallea, Eduardo, (Buenos Aires, Aguilar [1965])",,Fiction. ,"Ensayistas hispánicos (Buenos Aires, Argentina)",Poderio de la novela.,,08/08/2022 14:45:42 ,01/28/2023 22:47:05 ,,,,Spanish,,,,81729;(Mills)ocm00191165;(MillsTIND)59705,,,,,,,0,,,0,9952166803601401,,,809.3 M252p ,,
"Book {Book - Physical} By Pabst, Walter. (Madrid, Gredos [1972])",,Short story.   Romance literature--History and criticism. ,"Biblioteca románica hispánica. II, Estudios y ensayos ; 179.",La novela corta en la teoria y en la creacion literaria; notas para la historia de su antinomia en las literaturas romanicas. Version española de Rafael de la Vega.,,08/08/2022 14:45:42 ,01/28/2023 22:39:09 ,,,,Spanish,,,,81730;(Mills)ocm00721081;(MillsTIND)59709,,,,,,,0,,,0,9952166803201401,,,809.3 P113n ,,
