Type / Creator / Imprint,,Subject,Series,Title,Relation,Creation Date,Modification Date,Edition,Uniform Title,Medium Type,Language,Open Access,Language Of Cataloging,ISBN,Record number,ISBN (13),ISSN,Collections,Availability,Availability (Network),,Orders,Peer Reviewed,Managed by,Requests,MMS ID,underReview,resultFromNetwork,Local Call Number,Other Classification Number,Handle Identifier
"Book {Book - Physical} By Pattee, Fred Lewis, (New York : D Appleton-Century Company, 1940.)",,"American literature--19th century--History and criticism.   Women authors, American--United States. ",,The feminine fifties / by Fred Lewis Pattee.,,08/08/2022 15:15:46 ,01/28/2023 22:49:30 ,,,,English,,,,86224;(Mills)ocm01490983;(MillsTIND)72623,,,,,,,0,,,0,9952167974601401,,,810.9 P315f ,,
"Book {Book - Physical} By Komatsu, Isao, (Tokyo : Kokusai Bunka Shinkokai, 1962.)",,Japanese--Origin.   Japanese language--History. ,Series on Japanese life and culture ; v. 1,The Japanese people : origins of the people and the language / By Isao Komatsu.,,08/08/2022 15:13:13 ,01/28/2023 22:36:28 ,,,,English,,,,23003;(Mills)RLINCMCG85-B385;(MillsTIND)68436,,,,,,,0,,,0,9952167455001401,,,309.152 K81j ,,
"Book {Book - Physical} By Day, Clarence, (New York, A A Knopf, 1948.)",,,,"The best of Clarence Day, including God and my father, Life with father, Life with mother, This simian world, and selections from Thoughts without words.",,08/08/2022 15:11:15 ,01/28/2023 22:39:08 ,[1st ed.],,,English,,,,22440;(Mills)RLINCMCG84-B3679;(MillsTIND)66772,,,,,,,0,,,0,9952167364701401,,,818 D273A ,,
"Book {Book - Physical} By Kimbrough, Emily, (New York, Dodd, Mead & Company, 1943.)",,"Skinner, Cornelia Otis,--1901-1979. ",,"We followed our hearts to Hollywood, by Emily Kimbrough; drawings by Helen E. Hokinson.",,08/08/2022 14:48:07 ,01/28/2023 22:51:47 ,,,,English,,,,83142;(Mills)ocm01397187;(MillsTIND)63330,,,,,,,0,,,0,9952167351201401,,,817 K49w ,,
"Book {Book - Physical} By Lewin, Leonard C. (New York, Distributed by the Dial Press [1964])",,United States--Politics and government--Humor. ,,A treasury of American political humor. Edited by Leonard C. Lewin.,,08/08/2022 14:48:07 ,01/28/2023 22:51:46 ,,,,English,,,,83144;(Mills)ocm00192250;(MillsTIND)63335,,,,,,,0,,,0,9952167350001401,,,817 L672t ,,
"Book {Book - Physical} By Maugham, W. Somerset (Garden City, N.Y., Doubleday, Doran, 1934 [c1933])",,English literature--20th century.   English literature. ,,"Fifty modern English writers, presented by W. Somerset Maugham.",,08/08/2022 14:48:18 ,01/28/2023 22:59:11 ,Educational ed.,,,English,,,,83492;(Mills)ocm00186334;(MillsTIND)64338,,,,,,,0,,,0,9952167347201401,,,820.8 M449f ,,
"Book {Book - Physical} By Maugham, W. Somerset (New York, The New Home Library [1943])",,English literature--20th century.   American literature--20th century. ,,W. Somerset Maugham's Introduction to modern English and American literature.,,08/08/2022 14:48:18 ,01/28/2023 22:44:13 ,,,,English,,,,83493;(Mills)ocm00351041;(MillsTIND)64341,,,,,,,0,,,0,9952167346901401,,,820.8 M449w ,,
"Book {Book - Physical} By Quiller-Couch, Arthur Thomas, (Oxford, The Clarendon Press, 1925.)",,English prose literature. ,,"The Oxford book of English prose, chosen & edited by Sir Arthur Quiller-Couch.",,08/08/2022 14:48:18 ,01/28/2023 22:41:48 ,,,,English,,,,83498;(Mills)ocm01579405;(MillsTIND)64355,,,,,,,0,,,0,9952167345501401,,,820.8 O98q ,,
"Book {Book - Physical} By Scott, Tom, ([New York] Barnes & Noble [1967])",,English poetry--Scottish authors. ,Poetry bookshelf.,"Late medieval Scots poetry; a selection from the makars and their heirs down to 1610, edited with an introd., notes, and glossary by Tom Scott.",,08/08/2022 14:48:18 ,01/28/2023 22:51:48 ,,,,English,,,,83501;(Mills)ocm00234800;(MillsTIND)64364,,,,,,,0,,,0,9952167344601401,,,820.8 S429L ,,
"Book {Book - Physical} By Secker, Martin, (London, Richards Press [1948])",,English literature--19th century. ,,"The eighteen-nineties, a period anthology in prose and verse. With an introd. by John Betjeman.",,08/08/2022 14:48:18 ,01/28/2023 22:49:29 ,,,,English,,,,83502;(Mills)ocm00787713;(MillsTIND)64368,,,,,,,0,,,0,9952167344201401,,,820.8 S444e ,,
"Book {Book - Physical} By Shafer, Robert, (New York, Doubleday, Doran & Company, Inc [c1939-40])",,English literature.   English literature--History and criticism. ,,From Beowulf to Thomas Hardy. [Edited by] Robert Shafer.,,08/08/2022 14:48:18 ,01/28/2023 22:56:07 ,New ed. with period introductions.,,,English,,,,83503;(Mills)ocm04603684;(MillsTIND)64371,,,,,,,0,,,0,9952167343901401,,,820.8 S525f2 ,,
"Book {Book - Physical} By Longfellow, Henry Wadsworth, (New York, Cincinnati [etc.] American Book Company [c1934])",,,American writers series (American Book Co.),"Representative selections, with introduction, bibliography and notes, by Odell Shepard ...",,08/08/2022 14:48:24 ,01/28/2023 22:56:04 ,,,,English,,,,83331;(Mills)ocm00276758;(MillsTIND)63851,,,,,,,0,,,0,9952167339901401,,,818 L853As ,,
"Book {Book - Physical} By McCullers, Carson, (Boston, Houghton Mifflin, 1971.)",,,,The mortgaged heart. Edited by Margarita G. Smith.,,08/08/2022 14:48:25 ,01/28/2023 22:36:30 ,,,,English,,,0395109531 ,83336;(Mills)ocm00177511;(MillsTIND)63865,9780395109533 ,,,,,,0,,,0,9952167338501401,,,818 M133m ,,
"Book {Book - Physical} By MacKaye, Percy, (New York, Macmillan [c1916])",,,,Poems and plays. 1916.,,08/08/2022 14:48:26 ,01/28/2023 22:49:33 ,,,,English,,,,83337;(Mills)ocm07094618;(MillsTIND)63867,,,,,,,0,,,0,9952167338301401,,,818 M153A ,,
"Book {Book - Physical} By Marquand, John P. (Boston, Little, Brown [1954])",,,,Thirty years.,,08/08/2022 14:48:24 ,01/28/2023 22:39:09 ,[1st ed.],,,English,,,,83339;(Mills)ocm00193441;(MillsTIND)63873,,,,,,,0,,,0,9952167337701401,,,818 M357t ,,
"Book {Book - Physical} By Woollcott, Alexander, (New York, The Viking Press, 1943.)",,,,"Long, long ago.",,08/08/2022 14:48:28 ,01/28/2023 22:32:47 ,,,,English,,,,83453;(Mills)ocm00291055;(MillsTIND)64237,,,,,,,0,,,0,9952167335101401,,,818 W913L ,,
"Book {Book - Physical} By Woollcott, Alexander, (New York, The Viking press, 1934.)",,,,While Rome burns.,,08/08/2022 14:48:27 ,01/28/2023 22:39:10 ,,,,English,,,,83454;(Mills)ocm00193269;(MillsTIND)64239,,,,,,,0,,,0,9952167334701401,,,818 W913w ,,
"Book {Book - Physical} By Thoreau, Henry David, (New York, Cincinnati [etc.] American Book Company [c1934])",,,American writers series (American Book Co.),"Henry David Thoreau; representative selections, with introduction, bibliography, and notes, by Bartholow V. Crawford ...",,08/08/2022 14:48:28 ,01/28/2023 22:47:04 ,,,,English,,,,83430;(Mills)ocm00337056;(MillsTIND)64166,,,,,,,0,,,0,9952167331901401,,,818 T488Ac ,,
"Book {Book - Physical} By Seybold, Ethel. (New Haven, Yale University Press, 1951.)",,"Thoreau, Henry David,--1817-1862--Knowledge--Classical literature.   Literature, Comparative--American and classical.   Literature, Comparative--Classical and American. ",Yale studies in English ; 116.,Thoreau; the quest and the classics.,,08/08/2022 14:48:40 ,01/28/2023 22:41:47 ,,,,English,,,,83437;(Mills)ocm16729913;(MillsTIND)64189,,,,,,,0,,,0,9952167326701401,,,818 T488Xs ,,
"Book {Book - Physical} By Van Doren, Carl, (New York, The Viking Press, 1945.)",,,Viking portable library.,"Carl Van Doren, selected by himself.",,08/08/2022 14:48:40 ,01/28/2023 22:54:03 ,,,,English,,,,83442;(Mills)ocm00290635;(MillsTIND)64208,,,,,,,0,,,0,9952167324901401,,,818 V246c ,,
"Book {Book - Physical} By Weeks, Edward, (Boston, Little, Brown [1959])",,"Weeks, Edward,--1898-   Authors, American. ",,In friendly candor.,,08/08/2022 14:48:40 ,01/28/2023 22:39:11 ,[1st ed.],,,English,,,,83443;(Mills)ocm00284856;(MillsTIND)64212,,,,,,,0,,,0,9952167324601401,,,818 W395i ,,
"Book {Book - Physical} By Wheeler, Benjamin Ide, (Berkeley, Calif., University of California press, 1926.)",,,,The abundant life. Benjamin Ide Wheeler. Edited by Monroe E. Deutsch.,,08/08/2022 14:48:40 ,01/28/2023 22:51:50 ,,,,English,,,,83444;(Mills)ocm01315827;(MillsTIND)64216,,,,,,,0,,,0,9952167324201401,,,818 W562a ,,
"Book {Book - Physical} By Whittemore, Reed, (New York, Macmillan [1963])",,,,"The fascination of the abomination; poems, stories, and essays.",,08/08/2022 14:48:40 ,01/28/2023 22:36:32 ,,,,English,,,,83447;(Mills)ocm00290687;(MillsTIND)64224,,,,,,,0,,,0,9952167323401401,,,818 W624f ,,
"Book {Book - Physical} By Paul, Sherman. (Urbana, University of Illinois Press, 1965.)",,"Wilson, Edmund,--1895-1972. ",,Edmund Wilson; a study of literary vocation in our time.,,08/08/2022 14:48:39 ,01/28/2023 22:44:12 ,,,,English,,,,83450;(Mills)ocm00228086;(MillsTIND)64230,,,,,,,0,,,0,9952167322801401,,,818 W747Xp ,,
"Book {Book - Physical} By Oxenford, Lyn. (Chicago : London : Coach House Press 1974, c1957.)",,Costume.   Manners and customs.   Theaters--Stage-setting and scenery.  and others,,Playing period plays / by Lyn Oxenford ; illustrated by Bernice Carlill.,,08/08/2022 15:11:18 ,01/28/2023 22:39:11 ,,,,English,,,,22257;(Mills)RLINCMCG84-B3493;(MillsTIND)66219,,,,,,,0,,,0,9952167306901401,,,792 O98p ,,
"Book {Book - Physical} By Frank, Joseph, (Bloomington, Indiana University Press [1968, c1963])",,"Literature, Modern--20th century--History and criticism. ",Midland book ; MB-120.,The widening gyre; crisis and mastery in modern literature.,,08/08/2022 15:11:17 ,01/28/2023 22:58:21 ,,,,English,,,,269331;(Mills)ocm00328597;(MillsTIND)65105,,,,,,,0,,,0,9952167292201401,,,809.04 F828w 1968 ,,
"Book {Book - Physical} By Broun, Heywood, (New York, Harcourt, Brace and Company [c1941])",,,,"Collected edition of Heywood Broun, compiled by Heywood Hale Broun.",,08/08/2022 14:47:55 ,01/28/2023 22:47:03 ,"""First edition.""",,,English,,,,83217;(Mills)ocm01575065;(MillsTIND)63510,,,,,,,0,,,0,9952167251701401,,,818 B875Ab ,,
"Book {Book - Physical} By Benchley, Robert, (New York, London Harper & Brothers, 1936.)",,,,"My ten years in a quandary, and how they grew.",,08/08/2022 14:48:03 ,01/28/2023 22:39:11 ,,,,English,,,,83068;(Mills)ocm00494322;(MillsTIND)63122,,,,,,,0,,,0,9952167249701401,,,817 B457m ,,
"Book {Book - Physical} By Van Doren, Carl, (New York, A A Knopf, 1936.)",,American literature--20th century.   English literature--20th century. ,,"The Borzoi reader, edited with an introduction and notes by Carl Van Doren.",,08/08/2022 14:48:12 ,01/28/2023 22:36:32 ,,,,English,,,,83552;(Mills)ocm01064938;(MillsTIND)64514,,,,,,,0,,,0,9952167238301401,,,820.8 V246b ,,
"Book {Book - Physical} By Woollcott, Alexander, (New York, The Viking Press, 1935.)",,American prose literature.   English prose literature--19th century.   English prose literature--20th century. ,,The Woollcott reader; bypaths in the realms of gold.,,08/08/2022 14:48:12 ,01/28/2023 22:49:32 ,,,,English,,,,83554;(Mills)ocm06557926;(MillsTIND)64522,,,,,,,0,,,0,9952167237501401,,,820.8 W913w ,,
"Book {Book - Physical} By Alden, Raymond Macdonald, (New York, Chicago [etc.] C Scribner's Sons [c1921])",,Criticism.   English poetry--19th century--History and criticism. ,Modern student's library.,"Critical essays of the early nineteenth century, with introduction and notes by Raymond Macdonald Alden ...",,08/08/2022 14:48:11 ,01/28/2023 22:49:30 ,,,,English,,,,83556;(Mills)ocm00832039;(MillsTIND)64530,,,,,,,0,,,0,9952167236501401,,,820.9 A358c ,,
"Book {Book - Physical} By Harte, Bret, (New York, Cincinnati, American Book Co [c1941])",,,American writers series (American Book Co.),"Bret Harte; representative selections, with introduction, bibliography, and notes, by Joseph B. Harrison.",,08/08/2022 14:48:12 ,01/28/2023 22:41:47 ,,,,English,,,,83274;(Mills)ocm00549545;(MillsTIND)63684,,,,,,,0,,,0,9952167234701401,,,818 H327Ah ,,
"Book {Book - Physical} By Prescott, William Hickling, (Urbana, University of Illinois Press, 1964.)",,,,"Papers, selected and edited by C. Harvey Gardiner.",,08/08/2022 14:48:13 ,01/28/2023 22:49:31 ,,,,English,,,,83387;(Mills)ocm00276623;(MillsTIND)64027,,,,,,,0,,,0,9952167232101401,,,818 P933g ,,
"Book {Book - Physical} By Irving, Washington, (New York : G P Putnam & co, 1855.)",,,,"Wolfert's roost, and other papers, now first collected / By Washington Irving.",,08/08/2022 14:48:14 ,01/28/2023 22:56:05 ,,,,English,,,,83312;(Mills)ocm06841063;(MillsTIND)63791,,,,,,,0,,,0,9952167224701401,,,818 I72w ,,
"Book {Book - Physical} By Sill, Edward Rowland, (Boston and New York, Houghton, Mifflin and company, 1900.)",,"Sill, Edward Rowland,--1841-1887. ",,The prose of Edward Rowland Sill; with an introduction comprising some familiar letters.,,08/08/2022 14:48:13 ,01/28/2023 22:56:05 ,,,,English,,,,83401;(Mills)ocm00372627;(MillsTIND)64075,,,,,,,0,,,0,9952167223901401,,,818 S584A ,,
"Book {Book - Physical} By Kimbrough, Emily, (New York, Dodd, Mead & Company, 1944.)",,,,"How dear to my heart, by Emily Kimbrough; drawings by Helen E. Hokinson.",,08/08/2022 14:48:13 ,01/28/2023 22:54:00 ,,,,English,,,,83319;(Mills)ocm00193287;(MillsTIND)63811,,,,,,,0,,,0,9952167222301401,,,818 K49h ,,
"Book {Book - Physical} By Kimbrough, Emily, (New York, Dodd, Mead [1948])",,,,It gives me great pleasure. Illus. by Helen Hokinson.,,08/08/2022 14:48:14 ,01/28/2023 22:59:11 ,,,,English,,,,83320;(Mills)ocm00546190;(MillsTIND)63814,,,,,,,0,,,0,9952167222001401,,,818 K49i ,,
"Book {Book - Physical} By Knight, Grant Cochran, (New York, AA Knopf, 1926.)",,,,"Readings from the American mercury, edited by Grant C. Knight ...",,08/08/2022 14:48:14 ,01/28/2023 22:41:46 ,,New American Mercury.,,English,,,,83321;(Mills)ocm01575752;(MillsTIND)63817,,,,,,,0,,,0,9952167221701401,,,818 K69r ,,
"Book {Book - Physical} By Morley, Christopher, (Philadelphia : J B Lippincott, c1936.)",,,,Christopher Morley's briefcase.,,08/08/2022 14:48:18 ,01/28/2023 22:39:10 ,,,,English,,,,83352;(Mills)ocm06644324;(MillsTIND)63910,,,,,,,0,,,0,9952167212501401,,,818 M864c ,,
"Book {Book - Physical} By Motley, John Lothrop, (New York, Cincinnati [etc.] American book company [c1939])",,,American writers series (American Book Co.),"John Lothrop Motley; representative selections, with introduction, bibliography, and notes by Chester Penn Higby...and B.T. Schantz...",,08/08/2022 14:48:17 ,01/28/2023 22:41:46 ,,,,English,,,,83354;(Mills)ocm00187037;(MillsTIND)63914,,,,,,,0,,,0,9952167212101401,,,818 M919Ah ,,
"Book {Book - Physical} By Parkman, Francis, (New York, Cincinnati [etc.] American Book Company [c1938])",,,American writers series (American Book Co.),"Representative selections, with introduction, bibliography, and notes by Wilbur L. Schramm ...",,08/08/2022 14:48:23 ,01/28/2023 22:39:08 ,,,,English,,,,83362;(Mills)ocm01664465;(MillsTIND)63939,,,,,,,0,,,0,9952167209701401,,,818 P249As ,,
"Book {Book - Physical} By Pegler, J. Westbrook (New York, C Scribner's sons, 1938.)",,,,The dissenting opinions of Mister Westbrook Pegler.,,08/08/2022 14:48:24 ,01/28/2023 22:47:06 ,,,,English,,,,83366;(Mills)ocm00390417;(MillsTIND)63954,,,,,,,0,,,0,9952167208201401,,,818 P376d ,,
"Book {Book - Physical} By Quinn, Patrick F. (Carbondale, Southern Illinois University Press, 1957.)",,"Poe, Edgar Allan,--1809-1849.   Literature, Comparative--American and French.   Literature, Comparative--French and American. ",,The French face of Edgar Poe.,,08/08/2022 14:48:32 ,01/28/2023 22:36:31 ,,,,English,,,,83384;(Mills)ocm00175196;(MillsTIND)64018,,,,,,,0,,,0,9952167196901401,,,818 P743Xq ,,
"Book {Book - Physical} By Prescott, William Hickling, (New York, Cincinnati [etc.] American book company [1943])",,,American writers series (American Book Co.),"William Hickling Prescott; representative selections, with introduction, bibliography, and notes by William Charvat and Michael Kraus.",,08/08/2022 14:48:33 ,01/28/2023 22:51:50 ,,,,English,,,,83386;(Mills)ocm00180705;(MillsTIND)64024,,,,,,,0,,,0,9952167196301401,,,818 P933Ac ,,
"Book {Book - Physical} By Baker, Joseph E. (Princeton, Princeton University Press, 1950.)",,English literature--19th century--History and criticism. ,,"The reinterpretation of Victorian literature, edited by Joseph E. Baker for the Victorian Literature Group of the Modern Language Association of America.",,08/08/2022 14:49:01 ,01/28/2023 22:51:48 ,,,,English,,,,83561;(Mills)ocm04043091;(MillsTIND)64550,,,,,,,0,,,0,9952167169701401,,,820.9 B167r ,,
"Book {Book - Physical} By Moore, Raylyn. (Bowling Green, Ohio : Bowling Green University Popular Press, c1974.)",,"Baum, L. Frank--(Lyman Frank),--1856-1919. ",,"Wonderful wizard, marvelous land / by Raylyn Moore ; pref. by Ray Bradbury.",,08/08/2022 14:49:02 ,01/28/2023 22:59:11 ,,,,English,,,0879720689.  and others,21700;(Mills)RLINCMCG84-B2918;(MillsTIND)64552,0879720689.  and others,,,,,,0,,,0,9952167169501401,,,813 B347Xm ,,
"Book {Book - Physical} By Barrow, Sarah Field. (New York, Columbia university press, 1924.)",,"Romances, English--History and criticism.   English literature--Middle English, 1100-1500--History and criticism. ",Columbia University studies in English and comparative literature,"The medieval society romances, by Sarah F. Barrow.",,08/08/2022 14:49:01 ,01/28/2023 22:39:08 ,,,,English,,,,83562;(Mills)ocm02203750;(MillsTIND)64553,,,,,,,0,,,0,9952167169401401,,,820.9 B278m ,,
"Book {Book - Physical} By Beljame, A. (London, K Paul, Trench, Trubner [1948])",,"Dryden, John,--1631-1700.   Addison, Joseph,--1672-1719.   Pope, Alexander,--1688-1744.  and others",International library of sociology and social reconstruction (Routledge & Kegan Paul),"Men of letters and the English public in the eighteenth century, 1660-1744: Dryden, Addison [and] Pope. Ed., with an introd. and notes, by Bonamy Dobree, tr. by E.O. Lorimer.",,08/08/2022 14:49:01 ,01/28/2023 22:32:48 ,,,,English,,,,83572;(Mills)ocm00349158;(MillsTIND)64581,,,,,,,0,,,0,9952167166601401,,,820.9 B431m ,,
"Book {Book - Physical} By Benham, Allen Rogers, (New Haven, Yale University Press etc, etc 1916.)",,English literature--History and criticism--Sources. ,,"English literature from Widsith to the death of Chaucer; a source book, by Allen Rogers Benham ...",,08/08/2022 14:49:01 ,01/28/2023 22:51:49 ,,,,English,,,,83574;(Mills)ocm01979916;(MillsTIND)64585,,,,,,,0,,,0,9952167166201401,,,820.9 B466e ,,
"Book {Book - Physical} By Blackstone, Bernard, ([London] Longmans [1962])",,English poetry--18th century--History and criticism.   English poetry--19th century--History and criticism.   Romanticism--England.  and others,,The lost travellers; a romantic theme with variations.,,08/08/2022 14:49:09 ,01/28/2023 22:39:10 ,,,,English,,,,83576;(Mills)ocm00182592;(MillsTIND)64588,,,,,,,0,,,0,9952167164801401,,,820.9 B631L ,,
"Book {Book - Physical} By Blunden, Edmund, (London, Cobden-Sanderson [1928])",,"Hunt, Leigh,--1784-1859.   Examiner (London, England : 1808)   English literature--19th century--History and criticism. ",,"Leigh Hunt's ""Examiner"" examined; comprising some account of that celebrated newspaper's contents, &c. 1808-25, and selections, by or concerning Leigh Hunt, Lamb, Keats, Shelley, and Byron, illustrating the literary history of that time, for the most part previously unreprinted. By Edmund Blunden.",,08/08/2022 14:49:10 ,01/28/2023 22:59:11 ,,,,English,,,,83577;(Mills)ocm02921182;(MillsTIND)64591,,,,,,,0,,,0,9952167164201401,,,820.9 B658L ,,
"Book {Book - Physical} By Boas, Ralph Philip, (New York, Harcourt, Brace [c1931])",,Literature.   Literature--Study and teaching.   English literature--History and criticism. ,,"The study and appreciation of literature, by Ralph Philip Boas.",,08/08/2022 14:49:09 ,01/28/2023 22:51:47 ,,,,English,,,,83578;(Mills)ocm00674989;(MillsTIND)64594,,,,,,,0,,,0,9952167163601401,,,820.9 B662s ,,
"Book {Book - Physical} By Boys, Richard C. (Ann Arbor, Mich., Distributed for the Augustan Reprint Society by the George Wahr Pub Co, 1952.)",,"Case, Arthur Ellicott,--1894-1946.   English literature--18th century--History and criticism. ",,Studies in the literature of the Augustan Age. Essays collected in honor of Arthur Ellicott Case.,,08/08/2022 14:49:10 ,01/28/2023 22:51:49 ,,,,English,,,,83580;(Mills)ocm02619068;(MillsTIND)64600,,,,,,,0,,,0,9952167162401401,,,820.9 B793s ,,
"Book {Book - Physical} By Calverton, V. F. (New York, Boni & Liveright, 1926.)",,Sex in literature.   Literature and morals.   English literature--History and criticism. ,,"Sex expression in literature, by V.F. Calverton ... with an introduction by Harry Elmer Barnes.",,08/08/2022 14:49:10 ,01/28/2023 22:54:03 ,,,,English,,,,83587;(Mills)ocm01809318;(MillsTIND)64619,,,,,,,0,,,0,9952167157301401,,,820.9 C167s ,,
"Book {Book - Physical} By Branch, Anna Hempstead, (Boston, New York, Houghton, Mifflin and Co [1905])",,,,"The shoes that danced, and other poems, by Anna Hempstead Branch.",,08/08/2022 14:46:46 ,01/28/2023 22:51:46 ,,,,English,,,,82464;(Mills)ocm01189647;(MillsTIND)61559,,,,,,,0,,,0,9952167145001401,,,812 B816s ,,
"Book {Book - Physical} By Brown, Alice, (New York, The Macmillan company, 1915.)",,,,"Children of earth; A play of New England, by Alice Brown.",,08/08/2022 14:46:48 ,01/28/2023 22:54:04 ,,,,English,,,,82470;(Mills)ocm03550619;(MillsTIND)61577,,,,,,,0,,,0,9952167143201401,,,812 B877c ,,
"Book {Book - Physical} By Kaufman, George S. (New York, The Modern Library [c1942])",,,Modern library of the world's best books.,"Six plays by Kaufman and Hart, with an introduction by Brooks Atkinson ...",,08/08/2022 14:46:49 ,01/28/2023 22:41:49 ,,,,English,,,,82603;(Mills)ocm00224778;(MillsTIND)61870,,,,,,,0,,,0,9952167139001401,,,812.52 K21s 1942 ,,
"Book {Book - Physical} By Berry, Edmund Grindlay, (Cambridge, Harvard University Press, 1961.)",,"Emerson, Ralph Waldo,--1803-1882.   Plutarch. ",,Emerson's Plutarch.,,08/08/2022 14:46:48 ,01/28/2023 22:51:49 ,,,,English,,,,82608;(Mills)ocm00272052;(MillsTIND)61879,,,,,,,0,,,0,9952167138101401,,,814 E53Xbe ,,
"Book {Book - Physical} By Harvey, Paul, (Oxford, Clarendon Press, 1946.)",,English literature--Dictionaries.   English literature--Bio-bibliography.   American literature--Dictionaries.  and others,,The Oxford companion to English literature.,,08/08/2022 14:47:00 ,01/28/2023 22:44:13 ,3d ed.,,,English,,,,82906;(Mills)ocm02653783;(MillsTIND)62659,,,,,,,0,,,0,9952167136801401,,,820.3 O983e 1946 ,,
"Book {Book - Physical} By Barnhart, Clarence Lewis, (New York, Appleton-Century-Crofts [c1956])",,English literature--Dictionaries. ,,"The New Century handbook of English literature, edited by Clarence L. Barnhart, with the assistance of William D. Halsey.",,08/08/2022 14:46:59 ,01/28/2023 22:32:46 ,,,,English,,,,82907;(Mills)ocm00358258;(MillsTIND)62662,,,,,,,0,,,0,9952167136501401,,,820.3 N532 ,,
"Book {Book - Physical} By Adcock, Arthur St. John, (New York, Stokes [1928])",,English literature--20th century--History and criticism.   American literature--20th century--History and criticism. ,,"The glory that was Grub Street; impressions of contemporary authors, by St. John Adcock; With thirty-two camera studies by E. O. Hoppe.",,08/08/2022 14:46:59 ,01/28/2023 22:56:06 ,,,,English,,,836913884 ,82908;(Mills)ocm01074388;(MillsTIND)62666,836913884 ,,,,,,0,,,0,9952167136101401,,,820.4 A221g ,,
"Book {Book - Physical} By Canby, Henry Seidel, (New York, Farrar & Rinehart, Incorporated [1936])",,"Literature, Modern.   Literature, Modern--20th century--History and criticism.   American literature--20th century--History and criticism. ",,"Seven years' harvest; notes on contemporary literature, by Henry Seidel Canby.",,08/08/2022 14:47:00 ,01/28/2023 22:44:13 ,,,,English,,,,82915;(Mills)ocm01459563;(MillsTIND)62692,,,,,,,0,,,0,9952167133501401,,,820.4 C214s ,,
"Book {Book - Physical} By Rice, Elmer, (New York, Los Angeles, London, S French 1929.)",,,,"Street scene, a play in three acts, by Elmer L. Rice.",,08/08/2022 14:47:08 ,01/28/2023 22:32:49 ,,,,English,,,,82836;(Mills)ocm00286017;(MillsTIND)62450,,,,,,,0,,,0,9952167127201401,,,812 R4954s ,,
"Book {Book - Physical} By Washburn, Claude C. (New York, E P Dutton and company [1926])",,,,"Opinions, by Claude Washburn.",,08/08/2022 14:47:08 ,01/28/2023 22:32:49 ,,,,English,,,,82837;(Mills)ocm02922603;(MillsTIND)62454,,,,,,,0,,,0,9952167126801401,,,814 W314o ,,
"Book {Book - Physical} By Rice, Elmer, (New York, Coward-McCann, Inc [c1933])",,,,"We, the people, a play in twenty scenes.",,08/08/2022 14:47:07 ,01/28/2023 22:56:06 ,,,,English,,,,82838;(Mills)ocm01609943;(MillsTIND)62456,,,,,,,0,,,0,9952167126601401,,,812 R4954w ,,
"Book {Book - Physical} By Whipple, T. K. (Berkeley, Los Angeles, University of Californis Press, 1943.)",,,,Study out the land; essays by T.K. Whipple.,,08/08/2022 14:47:07 ,01/28/2023 22:58:21 ,,,,English,,,,82839;(Mills)ocm02211621;(MillsTIND)62459,,,,,,,0,,,0,9952167126301401,,,814 W575s ,,
"Book {Book - Physical} By Schary, Dore. (New York, Random House [1958])",,"Roosevelt, Franklin D.--(Franklin Delano),--1882-1945.   Roosevelt family--Drama. ",Random House play.,Sunrise at Campobello; a play in three acts.,,08/08/2022 14:47:08 ,01/28/2023 22:58:22 ,,,,English,,,,82842;(Mills)ocm00289018;(MillsTIND)62469,,,,,,,0,,,0,9952167125301401,,,812 S311s ,,
"Book {Book - Physical} By Sheldon, Edward, (New York, The Macmillan company, 1910.)",,,,"""The nigger"", an American play in three acts, by Edward Sheldon.",,08/08/2022 14:47:07 ,01/28/2023 22:54:01 ,,,,English,,,,82846;(Mills)ocm00851984;(MillsTIND)62479,,,,,,,0,,,0,9952167124301401,,,812 S544n ,,
"Book {Book - Physical} By Sherman, Stuart Pratt, (New York : C Scribner's sons, 1927 1927)",,American literature--20th century--History and criticism.   Literature--History and criticism. ,,The main stream / by Stuart Sherman.,,08/08/2022 14:47:15 ,01/28/2023 22:36:31 ,,,,English,,,,82797;(Mills)ocm02311684;(MillsTIND)62345,,,,,,,0,,,0,9952167122501401,,,814 S553m ,,
"Book {Book - Physical} By Sherman, Stuart Pratt, (Boston, The Atlantic monthly press [c1924])",,,,"My dear Cornelia, by Stuart P. Sherman.",,08/08/2022 14:47:14 ,01/28/2023 22:36:30 ,,,,English,,,,82798;(Mills)ocm00652056;(MillsTIND)62346,,,,,,,0,,,0,9952167122401401,,,814 S553my ,,
"Book {Book - Physical} By Sherman, Stuart Pratt, (New York, London, C Scribner's sons, 1924.)",,American literature--History and criticism.   Literature--History and criticism. ,,"Points of view, by Stuart P. Sherman.",,08/08/2022 14:47:14 ,01/28/2023 22:51:49 ,,,,English,,,,82799;(Mills)ocm01490561;(MillsTIND)62349,,,,,,,0,,,0,9952167122101401,,,814 S553p ,,
"Book {Book - Physical} By Peabody, Josephine Preston, (Boston, Houghton, Mifflin, 1927.)",,,,The collected plays of Josephine Preston Peabody (Mrs. Lionel S. Marks) with a foreword by George P. Baker.,,08/08/2022 14:47:15 ,01/28/2023 22:54:03 ,,,,English,,,,82800;(Mills)ocm01143258;(MillsTIND)62351,,,,,,,0,,,0,9952167121801401,,,812 P352A ,,
